"parameter","mean","lo95","median","hi95","n_eff","Rhat"
"mu_mu_E[1]",1.97648180119405,-0.147542439941416,1.86310809382695,4.68810464910754,6205,1.0005
"mu_mu_C[1]",-0.855306056831249,-3.832000286097,-0.588587795768052,0.910340095558416,4579,1.0004
"sigma_eps_E",0.805704249472713,0.527117218262618,0.793071667672683,1.15521613584979,3281,1.003
"sigma_eps_C",0.363352501553414,0.0490479939999754,0.357813895465527,0.723581508715232,2672,1.0006
"phi_E",0.836987275486108,0.647906715767614,0.847223683007442,0.963476803981636,4251,1.0024
"phi_C",0.201395981850118,-0.662836951465027,0.236051863156638,0.893586124629654,3266,1.0001
"sigma_r_E",0.785054413370356,0.668970513046569,0.782839039825207,0.915539190101359,10344,1.0004
"sigma_r_C",1.12577970029677,0.988661334570781,1.12379209604615,1.27839092467461,10194,1.0002
"r_E",1.65432644521947,1.1930155982863,1.63175536380919,2.23452928039601,10262,1.0004
"r_C",0.799279565874494,0.61188899500087,0.791822892434712,1.02306894197969,10248,1.0002
"sigma_mu_E",1.24126468267174,0.0291276934103242,0.74648764356838,5.63788557623185,7396,0.9999
"sigma_mu_C",1.37793733915611,0.0398192317404374,0.794321481311472,6.14480567465202,7105,1.0002
"sigma_IE",0.2013403574616,0.00504132427911473,0.138290148256778,0.733536892446026,17510,0.9997
"R_G",1.28429272140763,0.683584581603303,1.23047854488657,2.1911023167506,17351,0.9999
"R_T",0.993322897442983,0.975386736213172,0.995446214614043,0.99982785027153,16648,0.9998
"B1",0.285490122882321,-0.00712265747388755,0.28745972468647,0.573435247046623,15211,0.9999
"B2",0.68468929586177,-0.0425109534954978,0.674343541397563,1.44805189237033,14034,0.9999
"B1_C",-0.109791480936837,-0.532322215185041,-0.107534510701865,0.316139097788031,13336,0.9999
